full_id,osm_id,osm_type,name:ru,name:en,name,lat,lon
n5200700762,"5200700762",node,,,,52.2734583,104.3579153
n5200700764,"5200700764",node,,,,52.2735201,104.3581293
n5200700769,"5200700769",node,,,,52.2750670,104.3607381
n5200701217,"5200701217",node,,,,52.2662485,104.3746425
n5200701341,"5200701341",node,,,,52.2632181,104.3902391
n5203952522,"5203952522",node,,,,52.2732799,104.3576211
n5203973795,"5203973795",node,,,,52.2730789,104.3569993
n5203974033,"5203974033",node,,,,52.2641273,104.3499945
n5204099976,"5204099976",node,,First-aid post,Медпункт,52.2732026,104.3551742
n5207590905,"5207590905",node,,,,52.2645980,104.3806714
n5210235504,"5210235504",node,,,,52.2648754,104.3784809
n5210313186,"5210313186",node,Кстово-Восточный,Kstovo-Vostochnyi,Кстово-Восточный,56.0938621,44.2245658
n5265330151,"5265330151",node,,,Теньгушево,54.7555957,42.6788021
n5265330152,"5265330152",node,Вознесенское,Voznesenskoye,Вознесенское,54.8945410,42.8169912
n5265330153,"5265330153",node,,Purdoshki,Пурдошки,54.6515632,43.5247318
n5265330154,"5265330154",node,,,Ельники,54.6072289,43.8390550
n5265330155,"5265330155",node,,Novoye Zubarevo,Новое Зубарёво,54.3671985,43.9407889
n5265330156,"5265330156",node,,Izosimovka,Изосимовка,54.1138253,43.7593279
n5265661004,"5265661004",node,,,Вадинск,53.7048061,43.0359268
n5265661007,"5265661007",node,,Maloye Pichaevo,Малое Пичаево,53.5667531,41.7639850
n5270217252,"5270217252",node,,,,47.4911056,39.9372452
n5297590670,"5297590670",node,,Yavas,Явас,54.4332911,42.8472158
n5315394570,"5315394570",node,,,6977-я авиабаза Сокол,57.9142551,56.0388564
n5337423629,"5337423629",node,,"Aerodrome ""Gagarin""",,55.6377177,34.8286498
n5349193098,"5349193098",node,,,,67.6310476,53.1006058
n5370525290,"5370525290",node,,,,63.7439839,159.9228009
n5372482610,"5372482610",node,,,,52.0827020,59.6954918
n5403458272,"5403458272",node,,,,56.8659414,105.7046413
n5432026841,"5432026841",node,,,,50.6442705,36.5705936
n5470985688,"5470985688",node,,Kazachja,ПП Казачья,44.9429908,41.6624775
n5498176628,"5498176628",node,,,,52.9316463,36.0172610
n5502976652,"5502976652",node,,,,55.4154757,37.9019069
n5517093034,"5517093034",node,,,,53.7937532,81.1660952
n5529860108,"5529860108",node,,,,55.4621578,65.4165512
n5549543344,"5549543344",node,,Kumertau (Vorotynovka),Воротыновка,52.8454568,55.8226435
n5625254476,"5625254476",node,,,,55.8951008,38.0601264
n5625254483,"5625254483",node,,,,55.8975532,38.0562336
n5627864441,"5627864441",node,,,,44.9259969,147.6047362
n5628360624,"5628360624",node,Ольховец,Ol'khovets,Ольховец,60.9719011,34.1393113
n5643638025,"5643638025",node,Дмитриевская,Dmitrievskaya,Дмитриевская,45.6401277,40.7570387
n5644607794,"5644607794",node,,,,47.4817707,39.9058053
n5647285059,"5647285059",node,Клементьево,Klement'yevo,Клементьево,54.8624961,39.0384118
n5661599970,"5661599970",node,,,,52.0199307,80.3367604
n5679453691,"5679453691",node,,,,54.9512985,43.3162298
n5732602671,"5732602671",node,,,,55.6065102,37.2864671
n5732602673,"5732602673",node,,,,55.6062965,37.2868296
n5732602678,"5732602678",node,,,,55.6054257,37.2883070
n5732602707,"5732602707",node,,,,55.6057415,37.2877712
n5739538124,"5739538124",node,,,,54.2886963,48.2338760
n5758822347,"5758822347",node,,,,55.6022789,37.2468173
n5783197712,"5783197712",node,,,Гелион,53.3696188,84.0572763
n5783580212,"5783580212",node,,,Барантал,51.4470467,85.9889066
n5783675775,"5783675775",node,,,Карасук (АлтайАвиа),51.5621451,85.9182894
n5783718386,"5783718386",node,,,Джазатор (недействующий),49.6952880,87.4354970
n5809757669,"5809757669",node,,,,56.1065790,92.9368108
n5825049684,"5825049684",node,,,Преображение,42.9215852,133.9043697
n5825121339,"5825121339",node,Зольская,Zol'skaya Airstrip,Зольская,43.9216334,43.3486018
n5851891912,"5851891912",node,,,,44.9986314,37.3362239
n5859934931,"5859934931",node,,,,48.5246757,135.1660082
n5860388332,"5860388332",node,,,,54.5471660,36.3666973
n5860388375,"5860388375",node,,,,54.5468364,36.3667116
n5860416339,"5860416339",node,,,,54.5469054,36.3666259
n5860416347,"5860416347",node,,,,54.5472885,36.3661353
n5864322391,"5864322391",node,,,,55.5943941,37.2395448
n5864389746,"5864389746",node,,,,43.4501929,39.9467048
n5872309096,"5872309096",node,,,,55.0044798,82.6292248
n5872321216,"5872321216",node,,,,55.0058547,82.7003977
n5872370842,"5872370842",node,,,,56.7449923,60.8378882
n5872370843,"5872370843",node,,,,56.7448975,60.8352942
n5872458473,"5872458473",node,,,,44.2091853,43.1133531
n5882299773,"5882299773",node,,,,62.3825527,117.0213804
n5884602566,"5884602566",node,,,,61.1234622,72.6344051
n5887260964,"5887260964",node,,,,57.9164779,56.0098320
n5940484345,"5940484345",node,,,,46.8644743,142.7133340
n5940485116,"5940485116",node,,,,46.8869452,142.7239961
n5940485117,"5940485117",node,,,,46.8866477,142.7239473
n5940485203,"5940485203",node,,,,46.8757855,142.7208278
n5966760863,"5966760863",node,,,,55.8972679,38.0567201
n6069169545,"6069169545",node,,,Аэродром Холмогоры,52.7014429,55.7596012
n6074108239,"6074108239",node,,,,43.4491954,39.9399585
n6082156217,"6082156217",node,,,,66.5945010,66.5831431
n6082156229,"6082156229",node,,,,66.6010400,66.6602238
n6094816409,"6094816409",node,,Taldom,Талдом (Журавли),56.7397979,37.6042247
n6126047750,"6126047750",node,Чудово (Волхов-Мост),Volkhov Most Seaplane Base,Чудово (Волхов-Мост),59.0649876,31.7629683
n6126746224,"6126746224",node,,,,62.5311000,114.0203235
n6126746225,"6126746225",node,,,,62.5316504,114.0223446
n6126746227,"6126746227",node,,,,62.5314933,114.0212964
n6144474206,"6144474206",node,,,,64.7271343,177.7437821
n6163920878,"6163920878",node,,,,67.2110444,56.7713564
n6171537953,"6171537953",node,,,,55.0092735,82.6677211
n6171537954,"6171537954",node,,,,55.0092392,82.6673259
n6171537955,"6171537955",node,,,,55.0092037,82.6669168
n6171540054,"6171540054",node,,,,55.0091578,82.6663880
n6171540055,"6171540055",node,,,,55.0093286,82.6683546
n6180685641,"6180685641",node,,Otradnaya,Отрадная,44.3834441,41.4891911
n6216961353,"6216961353",node,,Vyaz'ma (Zapadny) Airstrip,,55.2031682,34.2560520
n6230894659,"6230894659",node,Минино,Minino Airfield,Минино,56.4868394,36.6238747
n6264070451,"6264070451",node,Сокол,Novotitarovskaya Heliport,Сокол,45.2641595,38.9929413
n6320440224,"6320440224",node,,,,55.5596598,38.1204524
n6340604400,"6340604400",node,,,,55.6067055,37.2604966
n6340604401,"6340604401",node,,,,55.6068934,37.2608775
n6344794087,"6344794087",node,,,,55.0986884,73.0317193
n6356337412,"6356337412",node,,Uver,Уверь,58.5137373,34.6117249
n6357485118,"6357485118",node,,,,53.1663634,158.4275360
n6426620440,"6426620440",node,,,,54.1374963,45.2166863
n6426620442,"6426620442",node,,,,54.1382702,45.2176733
n6466379250,"6466379250",node,,,,48.9453616,40.3009178
n6466379251,"6466379251",node,,,,48.9454524,40.3011107
n6466915160,"6466915160",node,,,,53.3356311,34.2316533
n6476680142,"6476680142",node,,,Тенкели,70.1735555,140.7258869
n6484240442,"6484240442",node,,,,45.0842895,33.5803320
n6484240444,"6484240444",node,,,,45.0859189,33.5763705
n6486911808,"6486911808",node,,,,43.5082271,43.6355454
n6519701161,"6519701161",node,,,,55.4153293,37.8920863
n6522243597,"6522243597",node,,,,55.6042903,37.2542766
n6530504230,"6530504230",node,,,,56.7501725,60.8052217
n6537885779,"6537885779",node,,,,44.2172667,43.0846792
n6537905701,"6537905701",node,,,,44.2174595,43.0836925
n6538149667,"6538149667",node,,,,56.1806122,92.4879933
n6562168086,"6562168086",node,,,,71.6987352,128.8893812
n6562168098,"6562168098",node,,,,71.6947654,128.8888657
n6562168109,"6562168109",node,,,,71.7035222,128.8884459
n6603779085,"6603779085",node,,,,59.6545937,67.4209948
n6621137660,"6621137660",node,,,,65.4800866,72.6917124
n6651671386,"6651671386",node,,,,55.2416230,61.3074978
n6653276451,"6653276451",node,,,скв. 102,67.1680359,55.7007319
n6653303442,"6653303442",node,,,скв. 104,67.0865034,55.6162959
n6654601847,"6654601847",node,,,Аэродром Орёл,47.1843205,142.7465469
n6683866507,"6683866507",node,,,,50.2144402,39.6647405
n6685894640,"6685894640",node,,,,63.1786757,75.2775849
n6709526490,"6709526490",node,,,,54.2457621,48.1988748
n6711316807,"6711316807",node,,,,67.4823316,153.7361076
n6720542451,"6720542451",node,,,Аэропорт Тигиль,57.7767232,158.7138409
n6738965099,"6738965099",node,,,,51.8125412,39.2252784
n6754029857,"6754029857",node,,,,51.7186266,46.1700721
n6791579494,"6791579494",node,,,,53.4446794,41.7441065
n6842503624,"6842503624",node,,,,43.5067658,43.6376667
n6854832737,"6854832737",node,,,,51.3448935,110.5338347
n6887912249,"6887912249",node,,Dalnegorsk,,44.5581693,135.4908037
n6910774692,"6910774692",node,,,,53.3350660,34.2353774
n6943192972,"6943192972",node,,,,55.9819690,37.4157325
n6943192973,"6943192973",node,,,,55.9816857,37.4138333
n6953410542,"6953410542",node,,,Мариинск,56.2536041,87.7552539
n6953423106,"6953423106",node,,,Чумай,55.7540894,87.7920431
n6957560123,"6957560123",node,,,,55.6086938,37.2827298
n6957560129,"6957560129",node,,,,55.6085715,37.2829356
n6957560165,"6957560165",node,,,,55.6090727,37.2820657
n6969240862,"6969240862",node,,,Яя,56.2190186,86.4236498
n6974342081,"6974342081",node,,,,66.7859328,123.3684864
n7001607162,"7001607162",node,,,,51.6765442,94.4057650
n7001607172,"7001607172",node,,,,51.6760803,94.4031615
n7003224142,"7003224142",node,,,Каратузское,53.5641011,92.8153914
n7003242634,"7003242634",node,,,Верхнеусинское,52.2328560,92.9989082
n7003259151,"7003259151",node,,,Вознесенка,56.0304902,93.2470795
n7012712383,"7012712383",node,,,,66.4520068,143.2516304
n7012712384,"7012712384",node,,,,66.4505162,143.2586208
n7040908892,"7040908892",node,,,,64.7418217,177.7522800
n7057022460,"7057022460",node,Лумбовка,Lumbovka,,67.7351435,40.5319409
n7076362629,"7076362629",node,,,,55.5951360,37.2967500
n7138679841,"7138679841",node,,,,55.9831949,37.4239464
n7190033567,"7190033567",node,,,,67.6340094,53.0825322
n7206537208,"7206537208",node,,Maestro UL,,45.8348220,40.4327344
n7208919167,"7208919167",node,Хмельницкая,Khmel'nitskaya Airstrip,,45.5382254,38.5560024
n7223264928,"7223264928",node,,,,43.4363005,39.9321620
n7255124474,"7255124474",node,Бекетовка-2,Beketovka-2,Бекетовка-2,48.5631769,44.3628733
n7276400490,"7276400490",node,,Ovsorok Airstrip,Овсорок,53.5614760,34.7259312
n7293211487,"7293211487",node,,,,59.7961487,30.2878888
n7339697406,"7339697406",node,,,,61.6641756,50.8623326
n7391815532,"7391815532",node,,,,43.4361445,39.9272261
n7393092773,"7393092773",node,,,,63.8531312,123.8436255
n7393092775,"7393092775",node,,,Мукучу,63.8528929,123.8476378
n7409336094,"7409336094",node,,,,59.6761515,30.3200774
n7417641720,"7417641720",node,,,Мастах,63.7207730,124.1887665
n7418266847,"7418266847",node,,,,57.9767377,31.3803787
n7437549587,"7437549587",node,,,,53.6318601,49.6763772
n7474910128,"7474910128",node,,,,53.1500961,140.6630059
n7474910129,"7474910129",node,,,,53.1500471,140.6641100
n7500731381,"7500731381",node,Сандово,Sandovo,,58.4588607,36.3802502
n7500739727,"7500739727",node,Сарозеро,Sarozero (Kipriyanovskaya),Сарозеро,60.4635451,34.7442518
n7553007243,"7553007243",node,,,,63.5840017,53.8135623
n7555838806,"7555838806",node,Геленджик Бухта,Gelendzhik Seaplane Base,Геленджик Бухта,44.5767783,38.0374869
n7587842279,"7587842279",node,,,,46.3693348,44.3301133
n7591081659,"7591081659",node,,,,51.0784317,58.6337591
n7591784349,"7591784349",node,,,,57.5543632,40.1549042
n7594064164,"7594064164",node,,,,57.5537965,40.1480320
n7594064178,"7594064178",node,,,,57.5537653,40.1479856
n7608700577,"7608700577",node,,,,59.2815664,38.0221862
n7608700578,"7608700578",node,,,,59.2804709,38.0180939
n7608700579,"7608700579",node,,,,59.2813488,38.0164008
n7608788901,"7608788901",node,,,,59.2813315,38.0205479
n7610956943,"7610956943",node,,,,59.2823835,38.0233562
n7612160778,"7612160778",node,,,,54.1425570,45.2309001
n7612174836,"7612174836",node,,,,54.1385360,45.2180052
n7614243452,"7614243452",node,,,,54.1411156,45.2315434
n7624938037,"7624938037",node,,,,53.3611210,83.5492377
n7625065506,"7625065506",node,,,,53.3565241,83.5142953
n7625690355,"7625690355",node,,,,52.3588441,104.2027146
n7625690359,"7625690359",node,,,,52.3636664,104.2018441
n7625690360,"7625690360",node,,,,52.3593090,104.2014905
n7625690361,"7625690361",node,,,,52.3591958,104.2013005
n7625740941,"7625740941",node,,,,52.3612770,104.2069011
n7628227586,"7628227586",node,,,,51.8130374,39.2245492
n7628763726,"7628763726",node,,,,51.8097001,39.2203276
n7628763773,"7628763773",node,,,,51.8129648,39.2229089
n7631361112,"7631361112",node,,,,50.6436422,36.5712703
n7631446721,"7631446721",node,,,,64.7170945,177.7393005
n7631628077,"7631628077",node,,,,50.6359308,36.6093552
n7631636587,"7631636587",node,,,,50.6401619,36.5927203
n7632039445,"7632039445",node,,,,50.6461059,36.5704541
n7632062537,"7632062537",node,,,,64.7141324,177.7346567
n7633946179,"7633946179",node,,,,53.3981546,58.7523361
n7634186814,"7634186814",node,,,,58.0636846,68.3301447
n7634244339,"7634244339",node,,,,53.3915693,58.7616699
n7634244344,"7634244344",node,,,,53.3900968,58.7621910
n7634360324,"7634360324",node,,,,51.8013488,107.4550532
n7635123368,"7635123368",node,,,,51.8034688,107.4489709
n7635124893,"7635124893",node,,,,51.8051148,107.4447618
n7635124905,"7635124905",node,,,,51.8020176,107.4458486
n7642936538,"7642936538",node,,,,50.4227131,127.4053252
n7642941652,"7642941652",node,,,,50.4229841,127.4068628
n7642958354,"7642958354",node,,,,50.4115473,127.4189943
n7642958507,"7642958507",node,,,,50.4323956,127.4017889
n7648387141,"7648387141",node,,,,54.5359956,36.3871751
n7649309024,"7649309024",node,,,,59.9185942,150.7270823
n7651093009,"7651093009",node,,,,59.9152989,150.7497114
n7651150402,"7651150402",node,,,,59.9194259,150.7229578
n7651150430,"7651150430",node,,,,59.9102259,150.7643455
n7651329966,"7651329966",node,,,,55.2839410,86.1320563
n7651344835,"7651344835",node,,,,55.2807022,86.1162425
n7651351540,"7651351540",node,,,,55.6067887,49.3031688
n7651624098,"7651624098",node,,,,55.2811446,86.1118459
n7652213861,"7652213861",node,,,,55.2820583,86.1182613
n7652386894,"7652386894",node,,,,55.2842971,86.1402750
n7652546105,"7652546105",node,,,,59.9084416,150.7547247
n7655228749,"7655228749",node,,,,55.6137005,49.2848307
n7655228761,"7655228761",node,,,,55.6068917,49.3028873
n7655698031,"7655698031",node,,,,55.6211025,49.2426292
n7663174648,"7663174648",node,,,,46.2894265,48.0028177
n7663194505,"7663194505",node,,,,46.2887540,47.9958036
n7663200791,"7663200791",node,,,,55.6156932,49.2730949
n7668509923,"7668509923",node,,,,57.9193422,56.0186544
n7669492383,"7669492383",node,,,,47.4962773,39.9467271
n7669514386,"7669514386",node,,,,47.4932378,39.9385770
n7669514411,"7669514411",node,,,,47.4871725,39.9251551
n7669652859,"7669652859",node,,,,47.4861906,39.9242911
n7669732593,"7669732593",node,,,,57.9215685,56.0202602
n7672589613,"7672589613",node,,,,57.9211761,56.0144937
n7672589616,"7672589616",node,,,,57.9196921,56.0174604
n7672713630,"7672713630",node,,,,57.9142473,56.0100916
n7672713631,"7672713631",node,,,,57.9001367,55.9934156
n7672966745,"7672966745",node,,,,42.8177967,47.6631581
n7672966750,"7672966750",node,,,,42.8150649,47.6641576
n7676204824,"7676204824",node,,,,57.9176897,56.0102020
n7676407744,"7676407744",node,,,,68.7775371,32.7710036
n7678975334,"7678975334",node,,,,56.1885574,92.4749523
n7679867742,"7679867742",node,,,,55.0013647,82.6888149
n7686411740,"7686411740",node,,,,52.0199769,113.3097937
n7686556001,"7686556001",node,,,,55.0101752,82.6999264
n7686556049,"7686556049",node,,,,55.0006782,82.6912835
n7686666934,"7686666934",node,,,,55.0014720,82.6755175
n7686666937,"7686666937",node,,,,55.0088897,82.7009374
n7686720501,"7686720501",node,,,,52.0205803,113.3054392
n7687243496,"7687243496",node,,,,55.0176248,82.6512396
n7687343806,"7687343806",node,,,,52.0203955,113.3009685
n7690455257,"7690455257",node,,,,44.9933239,37.3336753
n7690916509,"7690916509",node,,,,45.0081375,37.3467843
n7690940944,"7690940944",node,,,,53.7529935,91.3991636
n7691146860,"7691146860",node,,,,53.7450973,91.3985410
n7691146882,"7691146882",node,,,,53.7473620,91.4035681
n7691170087,"7691170087",node,,,,53.7480601,91.4046064
n7691373601,"7691373601",node,,,,44.9960027,37.3354422
n7691373602,"7691373602",node,,,,44.9943743,37.3343754
n7691373603,"7691373603",node,,,,44.9937912,37.3339781
n7694453787,"7694453787",node,,,,64.5959075,40.6955997
n7694576552,"7694576552",node,,,,48.5457737,135.2145162
n7694837843,"7694837843",node,,,,64.5976099,40.7673316
n7697949543,"7697949543",node,,,,48.5127238,135.1649937
n7697949577,"7697949577",node,,,,48.5362276,135.1832101
n7697949616,"7697949616",node,,,,48.5348420,135.1796551
n7698209798,"7698209798",node,,,,48.5235384,135.1674075
n7698209803,"7698209803",node,,,,48.5290409,135.1714554
n7698213105,"7698213105",node,,,,48.5313208,135.1744652
n7701667565,"7701667565",node,,,,56.2103800,43.7970073
n7701681988,"7701681988",node,,,,56.2164153,43.7996022
n7701682009,"7701682009",node,,,,56.2141314,43.8009848
n7709676807,"7709676807",node,,,,55.5223143,37.5147915
n7709736757,"7709736757",node,,,,54.5660611,55.8879668
n7710281803,"7710281803",node,,,,57.9208626,56.0198788
n7712794703,"7712794703",node,,,,43.3769703,132.1446758
n7715409961,"7715409961",node,,,,43.4069289,132.1773183
n7715411669,"7715411669",node,,,,45.0349160,39.1359099
n7715464450,"7715464450",node,,,,45.0406848,39.1398415
n7715628479,"7715628479",node,,,,43.3970660,132.1719349
n7716177009,"7716177009",node,,,,43.4060940,132.1601190
n7719091557,"7719091557",node,,,,56.7405802,60.7767010
n7719189790,"7719189790",node,,,,56.7502479,60.7980356
n7719189877,"7719189877",node,,,,56.7516666,60.7872140
n7719586995,"7719586995",node,,,,56.7435699,60.7654708
n7723544563,"7723544563",node,,,,62.1056423,129.7837014
n7723859240,"7723859240",node,,,,62.0897337,129.7497743
n7724063513,"7724063513",node,,,,62.0843074,129.7465401
n7724063600,"7724063600",node,,,,62.0730754,129.7430259
n7724063602,"7724063602",node,,,,62.0820931,129.7461741
n7724063666,"7724063666",node,,,,62.0910232,129.7494870
n7724063669,"7724063669",node,,,,62.0916130,129.7536265
n7729838407,"7729838407",node,,,,62.0900406,129.7887371
n7729838426,"7729838426",node,,,,62.0902133,129.7497502
n7730444106,"7730444106",node,,,,48.7936535,44.3582779
n7730946962,"7730946962",node,,,,43.4566924,39.9631213
n7738872594,"7738872594",node,,,,55.6037775,37.2517406
n7740296548,"7740296548",node,,,,52.2617595,104.3949853
n7742961274,"7742961274",node,,,,52.2730128,104.3567564
n7743178610,"7743178610",node,,,,52.2629719,104.3634063
n7743627709,"7743627709",node,,,,52.2726245,104.3523954
n7743627728,"7743627728",node,,,,52.2647547,104.3795853
n7743627741,"7743627741",node,,,,52.2652463,104.3734722
n7743731871,"7743731871",node,,,,52.2632633,104.3646953
n7755383842,"7755383842",node,,,,59.7964698,30.2669558
n7755443747,"7755443747",node,,,,55.4272024,37.8764847
n7759966927,"7759966927",node,,,,59.8083760,30.3007621
n7761236527,"7761236527",node,,,,55.9746643,37.3821502
n7768824981,"7768824981",node,,,,56.2192344,43.7901390
n7771919950,"7771919950",node,,,,57.1759550,65.3401862
n7780217480,"7780217480",node,,,,55.5584343,38.1130303
n7796297145,"7796297145",node,,Paradrom Murom,Парадром Муром,55.5965742,41.9901010
n7838553488,"7838553488",node,,,,47.1914459,38.8713883
n7899931572,"7899931572",node,,,,46.2875165,48.0001427
n7899931573,"7899931573",node,,,,46.2875188,48.0002938
n7949722430,"7949722430",node,,Turgenovo,Тургенево,53.3664832,37.2883575
n7984038646,"7984038646",node,,,,51.7182038,46.1691965
n7984177871,"7984177871",node,,,,51.7182391,46.1671109
n7984733020,"7984733020",node,,,,51.7176740,46.1598502
n7984813834,"7984813834",node,,,,51.7181821,46.1708218
n7988041204,"7988041204",node,,,,52.7162773,39.5283285
n7991630806,"7991630806",node,,,,66.4020014,112.0354049
n7991630888,"7991630888",node,,,,66.3997832,112.0398439
n7991630896,"7991630896",node,,,,66.3999892,112.0384006
n7991667336,"7991667336",node,,,,66.3900613,112.0315792
n7991761101,"7991761101",node,,,,66.3837235,112.0441223
n7991761105,"7991761105",node,,,,66.4175288,112.0191318
n7991761106,"7991761106",node,,,,66.3990555,112.0418653
n7991761107,"7991761107",node,,,,66.3991978,112.0405648
n7991761108,"7991761108",node,,,,66.3962002,112.0406278
n7991761109,"7991761109",node,,,,66.4020397,112.0362437
n7994556402,"7994556402",node,,,,58.6022979,125.3979629
n7994556403,"7994556403",node,,,,58.6052581,125.4008889
n7994556448,"7994556448",node,,,,58.5961930,125.3979298
n7994556462,"7994556462",node,,,,58.6082282,125.4113276
n7999468050,"7999468050",node,,,,59.6249357,150.9191854
n7999619452,"7999619452",node,,,,43.3828680,45.7020975
n7999834321,"7999834321",node,,,,59.2852904,39.9356362
n8002504699,"8002504699",node,,,,43.3858021,45.6972268
n8002704683,"8002704683",node,,,,43.3846843,45.6973550
n8003618820,"8003618820",node,,,,66.0023343,57.3777627
n8003618824,"8003618824",node,,,,66.0023332,57.3768268
n8005414003,"8005414003",node,,,,53.1579446,158.4523200
n8005492460,"8005492460",node,,,,56.8655980,105.7059856
n8005496824,"8005496824",node,,,,56.8572696,105.7152134
n8009037636,"8009037636",node,,,,56.8330080,53.4523876
n8009239416,"8009239416",node,,,,50.6442749,36.5779694
n8009462908,"8009462908",node,,,,54.6339537,52.7826467
n8009489267,"8009489267",node,,,,56.8287450,53.4410928
n8010267638,"8010267638",node,,,,63.1898523,75.2800637
n8010678931,"8010678931",node,,,,53.7260652,33.3495650
n8012023590,"8012023590",node,,,,63.1677758,75.2543588
n8012069548,"8012069548",node,,,,60.7192827,77.6471423
n8012069552,"8012069552",node,,,,60.7113165,77.6639751
n8012069553,"8012069553",node,,,,60.7178544,77.6490228
n8012069554,"8012069554",node,,,,60.7159183,77.6492828
n8012146390,"8012146390",node,,,,63.1971675,75.2849249
n8012146413,"8012146413",node,,,,63.1982231,75.2850249
n8015499211,"8015499211",node,,,,69.7806038,170.6064373
n8015499217,"8015499217",node,,,,69.7735791,170.6082585
n8015499221,"8015499221",node,,,,69.7750647,170.6070123
n8015530361,"8015530361",node,,,,70.6230591,147.9024231
n8015580844,"8015580844",node,,,,69.7851238,170.6057183
n8015613043,"8015613043",node,,,,70.6238770,147.9088792
n8015613079,"8015613079",node,,,,70.6232618,147.9049879
n8015715843,"8015715843",node,,,,71.6936383,128.8881388
n8015759893,"8015759893",node,,,,56.6997512,47.9067810
n8015779918,"8015779918",node,,,,71.7104169,128.9119007
n8015782395,"8015782395",node,,,,71.7068583,128.8892701
n8015997555,"8015997555",node,,,,56.6976634,47.9083058
n8016007498,"8016007498",node,,,,56.3855549,85.2052134
n8016021904,"8016021904",node,,,,45.3685479,38.2762936
n8020650738,"8020650738",node,,,,71.7105791,128.9116392
n8021146347,"8021146347",node,,,,71.6871609,128.8869273
n8021734367,"8021734367",node,,,,52.8036814,41.4916291
n8021734376,"8021734376",node,,,,52.8032075,41.4911980
n8021782325,"8021782325",node,,,,52.8015968,41.4935038
n8024202431,"8024202431",node,,,,67.4904097,64.0036774
n8024225934,"8024225934",node,,,,63.5680775,53.7988311
n8024225936,"8024225936",node,,,,63.5601653,53.7955427
n8024497080,"8024497080",node,,,,67.4914608,64.0013775
n8024515329,"8024515329",node,,,,67.4842782,64.0017410
n8024516534,"8024516534",node,,,,67.4642926,33.5770462
n8024645670,"8024645670",node,,,,66.5872910,66.6054940
n8024759864,"8024759864",node,,,,57.7973742,28.3907187
n8024987611,"8024987611",node,,,,67.6393691,53.0798973
n8025120991,"8025120991",node,,,,66.5936989,66.5931190
n8025121051,"8025121051",node,,,,66.5906205,66.5865232
n8027171441,"8027171441",node,,,,54.8971844,20.6068084
n8027280454,"8027280454",node,,,,60.9480751,76.4734128
n8027280476,"8027280476",node,,,,60.9504793,76.4764179
n8029858068,"8029858068",node,,,,60.9516889,76.4960097
n8030873154,"8030873154",node,,,,66.0650245,76.5416420
n8031758729,"8031758729",node,,,,66.0765368,76.4776475
n8031781943,"8031781943",node,,,,45.0413873,39.1586467
n8034833696,"8034833696",node,,,,66.0656690,76.5733954
n8034845377,"8034845377",node,,,,53.8138669,86.8822219
n8034845378,"8034845378",node,,,,53.8050963,86.8630532
n8034847591,"8034847591",node,,,,55.2917262,61.5273187
n8034900170,"8034900170",node,,,,51.6791816,94.3954700
n8035015141,"8035015141",node,,,,67.4665312,153.7172890
n8035266015,"8035266015",node,,,,65.4818762,72.6905562
n8035871470,"8035871470",node,,,,44.2172220,43.0889008
n8046729625,"8046729625",node,,,,64.8900497,45.7362597
n8046848245,"8046848245",node,,,,66.0743853,76.5442951
n8046942274,"8046942274",node,,,,64.8924321,45.7197713
n8049432609,"8049432609",node,,,,64.8933892,45.7402119
n8049652092,"8049652092",node,,,,61.6641741,50.8518013
n8049976230,"8049976230",node,,,,61.6647604,50.8585537
n8049976234,"8049976234",node,,,,61.6325732,50.8327363
n8058607556,"8058607556",node,,,,56.8322523,53.4512839
n8058615704,"8058615704",node,,,,56.8301586,53.4473688
n8090521351,"8090521351",node,,Vadimovka Airstrip,Вадимовка,54.8908920,20.2154876
n8104016878,"8104016878",node,,,,66.5940253,66.5817884
n8109563121,"8109563121",node,,,,63.9582569,127.4188163
n8109721196,"8109721196",node,,,Авиапорт САНГАР,63.9573622,127.4222848
n8141257076,"8141257076",node,,,,55.2093874,36.6312905
n8151626659,"8151626659",node,,,,62.1156958,129.5615047
n8154263871,"8154263871",node,,,,53.1707756,158.4237199
n8158034676,"8158034676",node,,,,51.7492121,36.2830715
n8289292896,"8289292896",node,,,,54.6517789,39.5923847
n8290062270,"8290062270",node,,,,59.2830607,39.9312953
n8290062292,"8290062292",node,,,,59.2845308,39.9360511
n8291260507,"8291260507",node,,,,54.6552276,39.5893561
n8293952597,"8293952597",node,,,,57.7865464,28.4089554
n8293952660,"8293952660",node,,,,57.7974052,28.3869282
n8293952719,"8293952719",node,,,,57.7896045,28.3730628
n8298574445,"8298574445",node,,,Илирней,67.2548860,167.9516994
n8299176326,"8299176326",node,,,,59.8164413,30.2714313
n8567930076,"8567930076",node,,,,62.1832347,117.6419052
n8567930081,"8567930081",node,,,,62.1837418,117.6414405
n8568970552,"8568970552",node,,Rudnya,,54.9526372,31.0335752
n8572573882,"8572573882",node,,Demidov,,55.2741124,31.5362772
n8575002282,"8575002282",node,,Rilyevo Airstrip,,53.8571406,36.8688827
n8575042683,"8575042683",node,,Bereznik,,62.8239257,42.7967236
n8582578764,"8582578764",node,,Temirgoevskaya,,45.1545873,40.2958856
n8585789018,"8585789018",node,,Shablykino,,52.8581901,35.1692822
n8589181545,"8589181545",node,,Dorogobuzh,,54.9032469,33.2662712
n8589206135,"8589206135",node,,Zubarevka,,53.7968551,37.6048609
n8592094892,"8592094892",node,,Lev Tolstoy,,53.2273842,39.4347995
