full_id,osm_id,osm_type,name:ru,name:en,name,lat,lon
n2381172520,"2381172520",node,,,,55.5666639,52.1080307
n2384682147,"2384682147",node,,,,52.8403749,91.4034567
n2386611389,"2386611389",node,,,,53.1180311,45.0223492
n2386611455,"2386611455",node,,,,53.1183848,45.0229720
n2387121813,"2387121813",node,,,,45.4165343,42.6818569
n2387613410,"2387613410",node,,Ipatovo,Ипатово,45.7034137,42.8860951
n2389437136,"2389437136",node,,,,56.2510181,40.5827874
n2389449698,"2389449698",node,,,,45.0167837,35.2068484
n2389449717,"2389449717",node,,,,45.0200794,35.2023115
n2408232632,"2408232632",node,,,,54.2897566,48.2346551
n2418115069,"2418115069",node,,,,59.8049020,30.2205453
n2423747629,"2423747629",node,,,,55.5509281,38.1428134
n2429450685,"2429450685",node,,,,56.1241567,40.3182831
n2429450775,"2429450775",node,,,,56.1246247,40.3192153
n2429450777,"2429450777",node,,,,56.1246470,40.3229689
n2436345105,"2436345105",node,,,,53.1679525,158.4269385
n2436345336,"2436345336",node,,,,53.1696864,158.4251496
n2436345339,"2436345339",node,,,,53.1724210,158.4230405
n2443292540,"2443292540",node,,,,54.8559094,60.0006434
n2445603071,"2445603071",node,,,,55.4900993,65.4250416
n2453946779,"2453946779",node,,,Гурлево,59.4772487,28.8966609
n2486482090,"2486482090",node,,Romanovo Airstrip,,56.6676158,39.2424293
n2487673124,"2487673124",node,,,,50.4020418,136.9283342
n2487912093,"2487912093",node,,Prokof''yevo,,56.4029222,39.0673340
n2489039888,"2489039888",node,,Tukchi,Тукчи,57.3584844,139.4993357
n2502417665,"2502417665",node,,,,53.5147965,50.1621906
n2507151687,"2507151687",node,,,Аэродром Бронницы,55.4217015,38.2292316
n2507163909,"2507163909",node,,Lystsevo,Аэродром Лысцево,55.2703820,38.4273824
n2507179265,"2507179265",node,,,Аэродром Сергиевское,55.1020964,38.8730859
n2507222534,"2507222534",node,,,Аэродром Ильясово,54.9278897,38.8118162
n2512577245,"2512577245",node,,,,56.0825442,47.3192900
n2514100501,"2514100501",node,,,,55.2987818,61.5360693
n2515910304,"2515910304",node,,,,60.7207854,114.8232507
n2521861722,"2521861722",node,,,Батюшково,56.2354397,37.5544303
n2521888994,"2521888994",node,,Pricep,Аэродром Прицеп,55.0983948,38.0003395
n2521890226,"2521890226",node,,Torbeyevo,Торбеево,55.0663459,37.8834440
n2521921506,"2521921506",node,,,Аэродром Заячья Поляна,55.0736316,38.2638348
n2521925145,"2521925145",node,,,Аэродром Паново,55.0825986,38.6328210
n2521926775,"2521926775",node,,,Аэродром Биорки,55.0330643,38.5746814
n2521932603,"2521932603",node,,,Аэродром Бор,54.9075694,36.9869542
n2521963579,"2521963579",node,,,Аэродром Венев,54.3798762,38.2391585
n2527943487,"2527943487",node,,,Пулково КПП-2,59.7993672,30.2826509
n2530653741,"2530653741",node,,,,61.0258404,69.0951542
n2530653813,"2530653813",node,,,,61.0264963,69.0978263
n2556597092,"2556597092",node,,,,43.3180629,45.0134000
n2574120375,"2574120375",node,,Koverskoye,Аэродром Коверское,55.0386157,41.5861684
n2574123423,"2574123423",node,,Neklyudovo,,55.7500978,41.5558776
n2578020717,"2578020717",node,,,,48.2955833,46.1862289
n2578020756,"2578020756",node,,,,48.2983278,46.1804828
n2587423990,"2587423990",node,,,,60.3653436,134.4488180
n2609030332,"2609030332",node,,,,57.0294920,34.2309300
n2618449930,"2618449930",node,,,,65.7950982,87.9300078
n2641351575,"2641351575",node,,,Вишнёвка,55.7636994,49.3149206
n2651233960,"2651233960",node,,Gorlovo Airstrip,,53.8325372,39.1008606
n2651234392,"2651234392",node,,,Аэродром Грязное,54.0274106,39.1050088
n2653605570,"2653605570",node,,,Аэропорт Нижнеудинск,54.8950006,99.0640802
n2655717068,"2655717068",node,,,,63.9266115,65.0483886
n2655842597,"2655842597",node,,,Аэропорт МВЛ Лярьяк,61.1060687,80.2481352
n2657174829,"2657174829",node,,Bondari,,52.9575154,42.1171610
n2657175920,"2657175920",node,,Bol'shoye Sheremet'yevo,,53.1019257,42.2649994
n2687965184,"2687965184",node,,,Аэропорт МВЛ Няксимволь,62.4228137,60.8443302
n2694841468,"2694841468",node,,,,56.1809561,92.4837788
n2702339490,"2702339490",node,,,,61.3401184,73.4076933
n2702339492,"2702339492",node,,,,61.3401222,73.4083948
n2702339495,"2702339495",node,,,,61.3401264,73.4091701
n2702339498,"2702339498",node,,,,61.3401304,73.4099188
n2702339500,"2702339500",node,,,,61.3401238,73.4107237
n2712083769,"2712083769",node,,,,43.2007997,44.6041386
n2733549192,"2733549192",node,,,,45.0380027,33.9888918
n2801493170,"2801493170",node,,,,66.0026486,57.3765728
n2812941591,"2812941591",node,,,,54.2880735,48.2332234
n2824076403,"2824076403",node,Аэродром Чкаловский,Chkalovskiy Airfield,Аэродром Чкаловский,45.0731796,35.2034703
n2859228764,"2859228764",node,,,,51.8654895,47.7417012
n2859228780,"2859228780",node,,,,51.8668360,47.7431535
n2859228983,"2859228983",node,,,,51.8648321,47.7408103
n2882944772,"2882944772",node,,,,58.4952067,49.3444509
n2882944794,"2882944794",node,,,,58.4969227,49.3462154
n2916113007,"2916113007",node,,,,52.9336369,36.0217305
n2917585035,"2917585035",node,,,,56.1129177,35.4503849
n2920108219,"2920108219",node,,,Крючково,57.0672048,35.5107501
n2925702718,"2925702718",node,,,,52.6576075,35.8351939
n2927240055,"2927240055",node,,,,55.0144901,82.6961736
n2927244425,"2927244425",node,,,,55.0157324,82.6951251
n2955872010,"2955872010",node,,,Аэродром Лыткино,54.7537261,37.0404394
n3004075413,"3004075413",node,,,аэродром Харанцы,53.2187193,107.4094305
n3027009533,"3027009533",node,,,,57.5543553,40.1464999
n3027416347,"3027416347",node,,,,55.5664042,37.9953472
n3062429308,"3062429308",node,,,,59.8101612,30.2977099
n3064566170,"3064566170",node,,,Пулково КПП-16,59.7993184,30.2712430
n3075459141,"3075459141",node,,,,45.1128875,42.1053878
n3075459144,"3075459144",node,,,,45.1129305,42.1056080
n3075459733,"3075459733",node,,,,45.1124921,42.1042639
n3095629223,"3095629223",node,Прибытие,Arrivals,Прибытие,59.7993269,30.2727445
n3095629224,"3095629224",node,Прибытие,Arrivals,Прибытие,59.7996239,30.2729182
n3095629225,"3095629225",node,Прибытие,Arrivals,Прибытие,59.7997812,30.2730118
n3095629226,"3095629226",node,Прибытие,Arrivals,Прибытие,59.8000903,30.2731925
n3104928260,"3104928260",node,,,,61.3353951,63.5917168
n3129798563,"3129798563",node,,,,51.7909357,55.4505837
n3134194824,"3134194824",node,,,,57.5630398,45.8971990
n3137442306,"3137442306",node,,,Ашево,57.0934603,29.7212392
n3137710690,"3137710690",node,,Manturovo,,58.3657616,44.7985236
n3143490646,"3143490646",node,,Filisovo,Филисово,56.5385565,38.0768924
n3145179546,"3145179546",node,,Slobodka,Слободка,56.2767012,38.9247866
n3159324658,"3159324658",node,,Turovo,Турово,54.8759401,37.8467648
n3165065525,"3165065525",node,,,,55.5033033,37.5185385
n3165077308,"3165077308",node,,,,55.5056841,37.5231530
n3165077764,"3165077764",node,,,,55.5083710,37.5283715
n3183814774,"3183814774",node,,Sulak,,52.6399307,42.9873915
n3187959411,"3187959411",node,,Balashov (Repnoye),Балашов (Репное),51.6283461,43.1513526
n3206229280,"3206229280",node,,Knyazhenskiy,,49.9459902,42.9855148
n3221732760,"3221732760",node,,,,62.2004937,74.5291230
n3221732832,"3221732832",node,,,,62.1963678,74.5300457
n3224554874,"3224554874",node,,Aviator-3,,55.3304911,39.3391353
n3295451275,"3295451275",node,,,,55.6174369,49.2732689
n3295454297,"3295454297",node,,,,55.6090684,49.2964359
n3295454358,"3295454358",node,,,,55.6158385,49.2777829
n3296539159,"3296539159",node,,,,45.1189762,42.1119163
n3300271510,"3300271510",node,,,,45.1119444,42.0936028
n3302358806,"3302358806",node,,,,51.8045665,107.4423288
n3302973167,"3302973167",node,,,Закаменск,50.4323598,103.3681937
n3314804389,"3314804389",node,,,,63.9203023,65.0149092
n3353470144,"3353470144",node,,,,54.8219457,32.0509225
n3353470166,"3353470166",node,,,,54.8221653,32.0509222
n3370383578,"3370383578",node,,,Пулково КПП-3,59.8102924,30.3004966
n3371396328,"3371396328",node,,,,61.3464129,73.4213982
n3376166504,"3376166504",node,,,,59.7992694,30.2708379
n3376479328,"3376479328",node,,,,46.2875474,47.9989175
n3376479597,"3376479597",node,,,,46.2880559,48.0012008
n3381412322,"3381412322",node,,,,52.2729689,104.3536404
n3381412323,"3381412323",node,,,,52.2729427,104.3528223
n3381415644,"3381415644",node,,,,52.2732135,104.3557486
n3389928101,"3389928101",node,,,,46.6825032,38.2506193
n3390927717,"3390927717",node,,,,52.1517574,46.9618544
n3390927936,"3390927936",node,,,,52.1531348,46.9538716
n3391206833,"3391206833",node,,,,52.1519057,46.9603600
n3396667301,"3396667301",node,,,,46.8980131,142.7212516
n3404955059,"3404955059",node,,,,46.6798985,38.2506877
n3459308368,"3459308368",node,,Prosandeyevka,Аэродром Просандеевка,54.1494220,41.6740930
n3487337969,"3487337969",node,,,,51.8051903,39.2469059
n3509023868,"3509023868",node,,,,51.7508836,36.3087690
n3509646389,"3509646389",node,,,Аэродром Назарьево,53.7712965,41.2337499
n3510163411,"3510163411",node,,,Шарик,53.9012975,42.1082139
n3510282476,"3510282476",node,,,Аэродром Елатьма,54.9588664,41.7290745
n3510294802,"3510294802",node,,,Аэродром Ермишь,54.7700488,42.2060172
n3510311622,"3510311622",node,,,Аэродром Захарово,54.3390978,39.2712508
n3510323554,"3510323554",node,,,Аэродром Кадом,54.5406552,42.4580148
n3510369869,"3510369869",node,,Lesnaya Piolyana,Аэродром Лесная Поляна,53.8781485,41.6502836
n3510394191,"3510394191",node,,Mikhaylov,Аэродром Михайлов,54.1965038,38.9830760
n3512156617,"3512156617",node,,Zhitovo,Аэродром Житово,54.6961084,39.3837341
n3532682158,"3532682158",node,,Dalnerechensk,Дальнереченск,45.8798982,133.7307691
n3650018733,"3650018733",node,,,,52.0202766,113.3080506
n3650018877,"3650018877",node,,,,52.0225513,113.2918967
n3665600506,"3665600506",node,,,,55.0232045,45.3237092
n3677302517,"3677302517",node,,,,55.6073312,49.3019561
n3687910632,"3687910632",node,Сонино,Sonino,Сонино,54.6316197,37.3675538
n3698770167,"3698770167",node,,,,59.4140553,143.0661930
n3707042441,"3707042441",node,,Tsepelovo,,55.8985585,39.8591721
n3717385289,"3717385289",node,,,,60.0869805,30.2112408
n3740127665,"3740127665",node,,Nagurskoye,Нагурское,80.7974064,47.5659755
n3743054586,"3743054586",node,,,,55.6097600,49.2946430
n3750503960,"3750503960",node,,,Юръяха,66.7215531,54.9964676
n3758458231,"3758458231",node,,,,55.9833307,37.4415109
n3758458240,"3758458240",node,,,,55.9831424,37.4430893
n3771243019,"3771243019",node,,,Khokhlatskaya-1,48.6196065,135.1220418
n3773145539,"3773145539",node,,,,54.7868710,37.6436396
n3784942728,"3784942728",node,,,Серчейю-308,67.1335586,54.7824097
n3787478579,"3787478579",node,,,,43.1997270,44.6049887
n3787478980,"3787478980",node,,,,43.2008308,44.6040304
n3793717694,"3793717694",node,,,,58.6076834,125.4069391
n3799045116,"3799045116",node,,,,54.6551908,39.5895059
n3799049261,"3799049261",node,,,,54.6512204,39.5955348
n3799078186,"3799078186",node,,,,52.4790184,85.3551259
n3800337592,"3800337592",node,,,,43.9503055,42.6245658
n3807818133,"3807818133",node,,,Аэропорт МВЛ Юильск,63.6766102,69.6430629
n3809882557,"3809882557",node,,,,54.2896724,48.2345727
n3815892383,"3815892383",node,,,Аэродром Кемерово-Боровой,55.4539099,85.9699072
n3829738486,"3829738486",node,,,Аэропорт МВЛ Казым,63.6938949,67.2406119
n3836817545,"3836817545",node,,,,53.2598449,158.2150291
n3836854034,"3836854034",node,,,,54.2639315,48.2365054
n3865100283,"3865100283",node,,,,66.0031525,57.3759565
n3891823893,"3891823893",node,,,Аэропорт Верхняя Гутара,54.2037169,96.9609829
n3900272520,"3900272520",node,,,Аэропорт МВЛ Помут,63.5480340,68.5265844
n3906230860,"3906230860",node,,,,55.0775006,72.9950739
n3906230865,"3906230865",node,,,,55.0776611,72.9949154
n3977923547,"3977923547",node,,,,54.2735023,48.2425206
n3978123078,"3978123078",node,,,ЦГМС,53.1183854,45.0231551
n3988535623,"3988535623",node,,,Аэропорт МВЛ Нумто,63.5043670,71.3627408
n3999113446,"3999113446",node,,,,54.2891126,48.2343415
n4006205771,"4006205771",node,,,,51.6259530,39.1616041
n4036100792,"4036100792",node,,,,51.6598362,39.2675627
n4071630748,"4071630748",node,,,,61.1053008,72.6450607
n4071630749,"4071630749",node,,,,61.1060325,72.6441960
n4072169358,"4072169358",node,,,Аэропорт МВЛ Ваховск,60.9526911,78.7660278
n4105137031,"4105137031",node,,,"КПП Аэропорт ""Казань""",55.6143972,49.2814217
n4116325091,"4116325091",node,,,,61.1043634,72.6459775
n4128411386,"4128411386",node,,,,57.5622438,40.1696460
n4128411387,"4128411387",node,,,,57.5622481,40.1702401
n4128413191,"4128413191",node,,,,57.5629692,40.1755147
n4147500476,"4147500476",node,,Khatenki,Хатенки,54.1215173,35.7333974
n4173486434,"4173486434",node,,,,48.2946279,46.1884743
n4174273443,"4174273443",node,,,,48.7920871,44.3195682
n4174274063,"4174274063",node,,,,48.7932154,44.3426496
n4190047408,"4190047408",node,,,,48.5377501,135.1887223
n4194913133,"4194913133",node,,,,44.2224756,43.1095275
n4197703685,"4197703685",node,,,,44.2251354,43.1035541
n4246176090,"4246176090",node,,,,46.7002312,38.2399989
n4284803702,"4284803702",node,,,Аэропорт МВЛ Сосновый Бор,61.6039526,80.9444656
n4285660226,"4285660226",node,,,Аэропорт МВЛ Корлики,61.5370467,82.4129165
n4294377007,"4294377007",node,,,,53.3585150,83.5347538
n4300546098,"4300546098",node,,,,55.0576157,82.5940508
n4302503305,"4302503305",node,,Kalinayevo,Калинаево,54.5889568,37.8461332
n4304285716,"4304285716",node,,,,53.3554719,83.5535789
n4304286027,"4304286027",node,,,,53.3704308,83.5584360
n4315876683,"4315876683",node,,,,48.2895661,46.2139706
n4324784358,"4324784358",node,,,,53.3611411,83.5476551
n4324784359,"4324784359",node,,,,53.3615247,83.5490427
n4326877639,"4326877639",node,,,Zyryanka West Airport,65.7304038,150.6976842
n4338375277,"4338375277",node,,,,55.6040828,37.2907345
n4361492292,"4361492292",node,Аэродром Спасское,,Аэродром Спасское,54.4221539,52.9173528
n4376721431,"4376721431",node,,,,57.8653938,61.7475442
n4378882291,"4378882291",node,,,,51.9698882,85.8440092
n4403795286,"4403795286",node,,,,62.0958714,129.5541666
n4403796072,"4403796072",node,,,,62.1052215,129.5380488
n4436546853,"4436546853",node,,,,52.9555557,41.4632913
n4457504480,"4457504480",node,,,Аэропорт МВЛ Малоюганский,60.6526793,73.8008056
n4459061243,"4459061243",node,,Sorokino,Сорокино,57.7253404,28.2371135
n4472101973,"4472101973",node,,,,51.8088337,107.4628651
n4541589478,"4541589478",node,,,,54.2867743,48.2336248
n4541589483,"4541589483",node,,,,54.2877361,48.2329231
n4541589485,"4541589485",node,,,,54.2875250,48.2322711
n4541589824,"4541589824",node,,,,54.2869301,48.2324335
n4543633229,"4543633229",node,,,,59.7907612,30.2948065
n4588779324,"4588779324",node,,,,60.9512073,76.4953702
n4588779334,"4588779334",node,,,,60.9518963,76.4958102
n4604700633,"4604700633",node,,,Аэропорт МВЛ Саранпауль,64.2529829,60.9230831
n4620254297,"4620254297",node,,,,54.5650912,55.8843840
n4620254298,"4620254298",node,,,,54.5647341,55.8847177
n4622449909,"4622449909",node,,,,44.2123461,43.0980363
n4673447101,"4673447101",node,,,,67.7905125,130.3990721
n4674935644,"4674935644",node,,,,67.7935557,130.3948897
n4714395078,"4714395078",node,,,,44.1491435,133.2631956
n4721897839,"4721897839",node,,,,54.2875181,48.2500681
n4726202992,"4726202992",node,,,,57.9833222,55.7167148
n4730056122,"4730056122",node,,,КПП №5,55.6251947,36.6691855
n4744709625,"4744709625",node,,,,46.6959528,38.2526595
n4750298131,"4750298131",node,,,,45.2600496,147.9540933
n4750298149,"4750298149",node,,,,45.2594746,147.9557005
n4771607789,"4771607789",node,,,Сосновка,53.6387195,87.1535030
n4771697948,"4771697948",node,,,Аэродром Татарск,55.1980662,75.8721556
n4771709554,"4771709554",node,,,Аэродром Пихтовка,55.9759122,82.7124748
n4854153987,"4854153987",node,,,,62.1069307,129.5380294
n4870384026,"4870384026",node,,,,57.9000214,56.2341774
n4906782244,"4906782244",node,,,,62.0824180,129.7464728
n4907273393,"4907273393",node,,,,60.3973701,120.4639574
n4907273404,"4907273404",node,,,,60.3978133,120.4734692
n4913275025,"4913275025",node,,,,51.8010664,107.4573822
n4920734600,"4920734600",node,УХЯО Озёрная,UHQO Ozernaya,Аэропорт Озерная,51.4990870,156.5441280
n4922144089,"4922144089",node,,,,64.5953284,40.7012673
n4928007623,"4928007623",node,,,,54.9578355,73.3168962
n4930685405,"4930685405",node,,,,55.6150002,49.2751187
n4931189421,"4931189421",node,Аэродром Щекино,Airfield Shchekino,Аэродром Щекино,56.1342123,36.7119319
n4932480388,"4932480388",node,,,,54.2862071,48.2343896
n4954729138,"4954729138",node,,,,59.8686502,111.0376235
n4984188546,"4984188546",node,,Platnirovskaya,,45.3602536,39.3816915
n5026668532,"5026668532",node,,Oktyabrskiy,,61.0793009,43.1986459
n5029939766,"5029939766",node,,Vyazniki,,56.2133227,42.2631328
n5030440053,"5030440053",node,,Babiche-Korenovskiy,,45.5287405,39.3302824
n5033800948,"5033800948",node,,Yuromka,,55.7414302,41.5298291
n5043036885,"5043036885",node,Хламово,Khlamovo,Хламово,54.5392625,31.8080237
n5045784834,"5045784834",node,,Koltunovskiy,,44.1911769,43.8061721
n5045787281,"5045787281",node,Елизарьево,Yelizar'yevo,Елизарьево,55.0733925,43.3362518
n5045790094,"5045790094",node,,Dzhereliyev,,45.4390290,38.3281919
n5045794040,"5045794040",node,Чебургольская,Cheburgolskaya,Чебургольская,45.5482492,38.1030368
n5059764811,"5059764811",node,,Soyana,,65.7835303,43.3825455
n5065584519,"5065584519",node,,Lebedi,,45.6337596,38.3508158
n5065588410,"5065588410",node,,Ladozhskaya,,45.3603869,39.9556641
n5071915152,"5071915152",node,,Mingrelskaya,Мингрельская,45.0324451,38.3884188
n5071918206,"5071918206",node,,Mikhaylovskoye,Михайловское,45.0018338,38.5239640
n5071927227,"5071927227",node,,Krasniy Gorodok,Красноармейский Городок,45.5046008,38.1376931
n5072686334,"5072686334",node,,Risoopytniy,,45.2187721,38.3119101
n5072789402,"5072789402",node,,Nes',,66.5962066,44.6667753
n5075181901,"5075181901",node,,Noviy Rogachik,,48.6813592,44.0758110
n5076596289,"5076596289",node,,Slavniy,,58.1307609,31.2137141
n5076602656,"5076602656",node,,Sof'yinka,Софьинка,53.7681224,38.6531498
n5076608680,"5076608680",node,,Pyal'ma,Пяльма,62.4498603,35.8537073
n5076636463,"5076636463",node,,Lake Krasnogvardeyskoye Seaplane Base,Озеро Красногвардейское,60.2679981,29.2340461
n5076638969,"5076638969",node,,Sivoritsy-2,Сиворицы-2,59.4876358,29.9874589
n5076780522,"5076780522",node,,Verniy,Верний,45.5677094,41.2408893
n5076801348,"5076801348",node,Местаново,Mestanovo,Местаново,59.6054434,29.2727609
n5077061970,"5077061970",node,Стрельня,Strel'nya,Стрельня,54.5135732,20.6173727
n5077525910,"5077525910",node,Андреевская,Andreyevskaya,Андреевская,45.3427921,38.6990115
n5082152923,"5082152923",node,Тарасово,Tarasovo Airstrip,Тарасово,60.2729212,29.2784755
n5082189653,"5082189653",node,Уляп,Ulyap,Уляп,45.0786697,39.9636609
n5083131781,"5083131781",node,,,,54.9582167,73.3181877
n5085108566,"5085108566",node,,Nekrasovo,Некрасово,57.7876745,40.8423632
n5085131727,"5085131727",node,,Mirskaya,,45.5490902,40.3280814
n5085137491,"5085137491",node,,Stebayevo,Стебаево,52.4281439,39.2875948
n5092150023,"5092150023",node,,Ostashkov,Залесье,57.1209116,33.2060249
n5092153227,"5092153227",node,,Progress,Прогресс,44.8815784,40.2324322
n5092157081,"5092157081",node,Смуглянка,Smuglyanka,Смуглянка,52.7428455,39.3819915
n5092181798,"5092181798",node,Рыздвяный,Ryzdvyaniy,Рыздвяный,45.2765901,41.8237009
n5093815297,"5093815297",node,,,,50.6451703,36.5704380
n5094417628,"5094417628",node,,Serafimovich,,49.5535626,42.7222223
n5102457179,"5102457179",node,,,,51.9722662,85.8431661
n5102457187,"5102457187",node,,,,51.9710225,85.8457230
n5106813345,"5106813345",node,Татарское,Tatarskoye,Татарское,57.5155877,40.9200733
n5106820928,"5106820928",node,Афипский (Свободный),Afipskiy,Афипский (Свободный),44.8547955,38.8223970
n5106827806,"5106827806",node,Венцы (Заря),Vency (Zarya),Венцы (Заря),45.3227017,40.8117115
n5107302061,"5107302061",node,Янино,Yanino,Янино,55.2062286,39.4181176
n5107434585,"5107434585",node,Березанская,Berezanskaya,Березанская,45.7145707,39.4498986
n5107444125,"5107444125",node,Марьянская,Mar'yanskaya,Марьянская,45.1442757,38.7031229
n5108773033,"5108773033",node,Восточный,Vostochny,Восточный,45.4449172,40.2587785
n5108777114,"5108777114",node,Ловлинская,Lovlinskaya,Ловлинская,45.5014325,40.2348219
n5108779730,"5108779730",node,Новопавловск,Novopavlovsk,Новопавловск,44.0429075,43.5469486
n5108793112,"5108793112",node,Сновицы,Snovitsy',Сновицы,56.1813582,40.3303817
n5109566211,"5109566211",node,Уйма,Uyima,Уйма,64.4693696,40.8385921
n5109599559,"5109599559",node,,Pushkinskoye,,45.1937464,40.6334488
n5109631232,"5109631232",node,Совхоз Кубань,Sovkhoz Kuban',Совхоз Кубань,45.3348508,40.4102943
n5110234529,"5110234529",node,Усть-Лабинск,Ust'-Labinsk,Усть-Лабинск,45.2767867,39.6731315
n5110239654,"5110239654",node,Терновская,Ternovskaya,Терновская,45.8879104,40.3728030
n5110242430,"5110242430",node,Заря,Zarya,Заря,52.7519324,41.7305532
n5110242509,"5110242509",node,Поповичская,Popovichskaya,Поповичская,45.5236987,38.6697184
n5110559208,"5110559208",node,Медовое,Medovoye,Медовое,54.5426929,20.3382741
n5110749048,"5110749048",node,Народное Небо,Narodnoye Nevo,Народное Небо,55.4703743,36.1655549
n5110899604,"5110899604",node,Телегино,Elets (Telegino),Телегино,52.6370004,38.4004787
n5110951971,"5110951971",node,Прочноокопская,Prochnookopskaya,Прочноокопская,45.0807045,41.1294585
n5111793451,"5111793451",node,,Gromovo Air Base,Громово,60.7132169,30.1134395
n5113211145,"5113211145",node,,,,56.1801916,92.4896547
n5124089937,"5124089937",node,Напругово,Naprugovo,Напругово,56.3600563,36.8438575
n5124550534,"5124550534",node,Воропоново,Voroponovo,Воропоново,48.6780801,44.3592269
n5124554387,"5124554387",node,Суворовская,Suvorovskaya,Суворовская,45.2923301,39.4470144
n5126158443,"5126158443",node,Балковская,Balkovskaya,Балковская,45.8232795,39.7272743
n5126192825,"5126192825",node,Крупской,Krupskoy,Крупской,45.4836948,38.4457693
n5126195805,"5126195805",node,Новобейсугская,Novoveysugskaya,Новобейсугская,45.4486109,39.8549273
n5126300005,"5126300005",node,Центральный,,Центральный,46.2031173,40.8324415
n5126307763,"5126307763",node,Новомалороссийская,Novomalorossiyskaya,Новомалороссийская,45.6158970,39.8900122
n5126516982,"5126516982",node,Пелагиада,Pelagiada,Пелагиада,45.2143395,41.9796796
n5126548967,"5126548967",node,Якушкино,Yakushkino,Якушкино,55.2091672,33.8761385
n5127891921,"5127891921",node,Николаевка,Nikolayevka (Tambov),Николаевка,52.6481379,40.9889747
n5127895090,"5127895090",node,Рязанская,Ryazanskaya,Рязанская,44.9904323,39.5910403
n5128065742,"5128065742",node,Заборовье,Zaborov'ye,Заборовье,57.2174725,28.3018434
n5128075990,"5128075990",node,,Kletskiy (AHR),Клетский (АХР),49.2998769,43.0418884
n5128158342,"5128158342",node,,Yarenga,Яреньга,64.8843572,37.9094204
n5130175441,"5130175441",node,,Orlenok,Орленок,48.7157824,44.9035425
n5130224319,"5130224319",node,,Lesnaya,Лесная,44.8034766,38.9322524
n5130242098,"5130242098",node,,Ivanovskaya,Ивановская,45.2515172,38.4326326
n5130510122,"5130510122",node,Захарино,Zakharino,Захарино,56.3581308,30.2126314
n5130518342,"5130518342",node,Тенгинский,Tenginskiy,Тенгинский,45.1138129,40.0249075
n5131038368,"5131038368",node,Незлобная,Georgiyevsk (Nezlobnaya),Незлобная,44.0856249,43.4062436
n5131193645,"5131193645",node,,Raduga,Радуга,45.5923354,40.9196245
n5136926271,"5136926271",node,,Berkut,,45.6822916,38.8214498
n5138959431,"5138959431",node,,Slavyansk-na-Kubani,Славянск-на-Кубани,45.2065117,38.0868318
n5138972662,"5138972662",node,,Babkino,Бабкино,48.4632624,44.5535727
n5139899199,"5139899199",node,,Russkaya,Русская,45.1561612,41.8116690
n5139982051,"5139982051",node,,Gavrilov Yam (Agat),Агат,57.3191209,39.8205650
n5140081991,"5140081991",node,,Shevlino,Аэродром Шевлино,56.1015459,36.8005980
n5140094944,"5140094944",node,,Starovo,Старово,56.4457698,37.8424662
n5140097909,"5140097909",node,,Devnitsy (Dora),Дора,57.7338152,38.6650574
n5140739107,"5140739107",node,,Protichka,Протичка,45.3746890,38.1074326
n5140747834,"5140747834",node,,Voronezhskaya,Воронежская,45.2414696,39.5574507
n5145495598,"5145495598",node,,Vetyutnev Airstrip,Ветютнев,49.7550378,43.5343099
n5145569248,"5145569248",node,,Mirniy,Мирный,45.2617867,38.3314184
n5147996719,"5147996719",node,,Edissiya,Эдиссия,43.9986759,44.5629630
n5148005547,"5148005547",node,,Verkhniy Egorlyk,Верхний Егорлык,44.9299443,41.8217909
n5148012643,"5148012643",node,,Gostagaevskaya,Гостагаевская,44.9988620,37.4818103
n5153249635,"5153249635",node,Геймановская,Geymanovskaya,Геймановская,45.2599694,40.1857035
n5153253252,"5153253252",node,,Alexandriyskaya,Александрийская-2,44.2815661,43.3007350
n5153256222,"5153256222",node,Варениковское,Varenikovskoye,Варениковское,44.4319710,44.3609043
n5153257927,"5153257927",node,,Arkhipovskoye,Архиповское,44.5039551,44.2116437
n5153861029,"5153861029",node,Горнозаводское,Gornozavodskoye,Горнозаводское,44.0565828,43.9384483
n5153864199,"5153864199",node,,Urukhskaya,Урухская,44.1366782,43.7028014
n5153881542,"5153881542",node,,Pravokumskoye,Правокумское,44.3906934,43.9935273
n5154663372,"5154663372",node,Пригородное,Prigorodnoye,Пригородное,44.2320246,42.1087163
n5154669726,"5154669726",node,Горькая Балка,Gor'kaya Balka,Горькая Балка,44.2380230,44.0083897
n5154670795,"5154670795",node,,Zelenokumsk,Зеленокумск,44.4823837,43.7581399
n5154678352,"5154678352",node,,Timiryazevo,Тимирязево,56.7175469,43.3906718
n5154719332,"5154719332",node,Залесный,Zalesniy,Залесный,45.7450904,42.2807901
n5155758874,"5155758874",node,,Belorechensk,Белореченск,44.7513705,39.9316822
n5155788054,"5155788054",node,,Zelenokumsk-2,Зеленокумск 2,44.4434274,43.7441186
n5155814079,"5155814079",node,,Otkaznoye,Отказное,44.3123736,43.9368994
n5159555018,"5159555018",node,Малая Сердоба,Malaya Serdoba,Малая Сердоба,52.4453844,44.9610612
n5166919677,"5166919677",node,,Stepnoy,Степной,45.1617810,41.2232477
n5166923146,"5166923146",node,,Nizhnyaya Ternovka,Нижняя Терновка,45.4961081,42.2991087
n5174120537,"5174120537",node,Комсомольский,Komsomol'skiy,Комсомольский,45.2961359,40.6743539
n5174124691,"5174124691",node,Левокумское,Levokumskoye,Левокумское,44.9180304,44.6822686
n5200700749,"5200700749",node,,,,52.2729492,104.3545489
